Frec	PSD	D[T/sqrtHz]	S[mV/Oe]
38,3039731100491	1,20495730777731E-07	1,20495730777731E-10	
41,2541116408846	1,18269971981976E-07	1,18269971981976E-10	
44,9843266896945	1,10798635735911E-07	1,10798635735911E-10	
47,2654178482017	1,16085326694434E-07	1,16085326694434E-10	
51,5391778670921	0,0000001	1E-10	
54,1526561961183	1,12883789168469E-07	1,12883789168469E-10	
58,3234464463167	1,02836135772505E-07	1,02836135772505E-10	
63,5970783093987	1,0575270820621E-07	1,0575270820621E-10	
67,6534597075468	9,72420825119506E-08	9,72420825119506E-11	
73,7707155026041	9,63397839451825E-08	9,63397839451825E-11	
75,6179908802693	9,2813539706044E-08	9,2813539706044E-11	
80,4410962763977	9,9072111020805E-08	9,9072111020805E-11	
81,4420224468987	8,94163636246786E-08	8,94163636246786E-11	
91,0298177991522	9,02538188632133E-08	9,02538188632133E-11	
95,6458102530248	9,45602261126096E-08	9,45602261126096E-11	
100,495873112061	8,85866790410083E-08	8,85866790410083E-11	
104,294146784113	8,53442151923193E-08	8,53442151923193E-11	
112,326790815176	8,14575181939369E-08	8,14575181939369E-11	
119,491275676566	8,07016828598896E-08	8,07016828598896E-11	
127,112729378218	7,56036059924874E-08	7,56036059924874E-11	
133,558434904023	7,9210987054335E-08	7,9210987054335E-11	
142,077127355188	7,14909407757826E-08	7,14909407757826E-11	
149,281656196348	7,63116937889925E-08	7,63116937889925E-11	
158,803215195232	7,08275842152013E-08	7,08275842152013E-11	
166,855900136437	7,35185209212246E-08	7,35185209212246E-11	
177,498388556926	7,01703828670384E-08	7,01703828670384E-11	
193,547871476306	6,45233041913819E-08	6,45233041913819E-11	
198,394458837452	6,95192796177562E-08	6,95192796177562E-11	
205,892840873927	6,51276161641818E-08	6,51276161641818E-11	
213,674626658139	6,95192796177562E-08	6,95192796177562E-11	
219,025203427907	6,45233041913819E-08	6,45233041913819E-11	
230,131659649338	6,95192796177562E-08	6,95192796177562E-11	
244,810034948044	6,10133823386974E-08	6,10133823386974E-11	
263,665089873036	6,39245995627774E-08	6,39245995627774E-11	
270,267466238155	6,15848211066028E-08	6,15848211066028E-11	
298,372177930919	5,9330683597128E-08	5,9330683597128E-11	
317,403104892623	5,71590523906727E-08	5,71590523906727E-11	
350,409381517628	5,66286798429274E-08	5,66286798429274E-11	
391,661469058691	5,50669075782878E-08	5,50669075782878E-11	
432,389762486949	5,2559082251024E-08	5,2559082251024E-11	
495,395052380095	5,11095461300645E-08	5,11095461300645E-11	
560,605504452743	4,96999870192808E-08	4,96999870192808E-11	
634,399819119674	4,74365788910063E-08	4,74365788910063E-11	
726,84082485001	4,61283171860389E-08	4,61283171860389E-11	
802,423920785576	4,4856136259422E-08	4,4856136259422E-11	
908,049575254539	4,2813323987194E-08	4,2813323987194E-11	
1053,31044537094	4,16325678377359E-08	4,16325678377359E-11	
1191,9611040432	4,08635442926144E-08	4,08635442926144E-11	
1382,63935756222	3,90025603397187E-08	3,90025603397187E-11	
1564,64064547756	3,79269019073225E-08	3,79269019073225E-11	
1792,63086633735	3,68809092469451E-08	3,68809092469451E-11	
2028,60066181999	3,61996568272786E-08	3,61996568272786E-11	
2267,41850318264	3,55309882855256E-08	3,55309882855256E-11	
2662,86461710852	3,45510729459222E-08	3,45510729459222E-11	
3088,84359647749	3,42304773478634E-08	3,42304773478634E-11	
3538,93169549099	3,42304773478634E-08	3,42304773478634E-11	
4054,60398177272	4,74365788910063E-08	4,74365788910063E-11	
4313,21680811209	3,35981828628379E-08	3,35981828628379E-11	
5003,20295382601	3,20680738075277E-08	3,20680738075277E-11	
5661,79073112152	3,11836627919092E-08	3,11836627919092E-11	
6407,0705463787	3,08943130215537E-08	3,08943130215537E-11	
7432,01088865377	3,20680738075277E-08	3,20680738075277E-11	
8104,01660534701	4,44399211145782E-08	4,44399211145782E-11	
8620,91114016017	3,17705176848276E-08	3,17705176848276E-11	
9517,38686287866	3,03236431023568E-08	3,03236431023568E-11	
10124,4297028302	3,00422733599196E-08	3,00422733599196E-11	
