,A(x),B(Y)
,"119,696","-2,90E-07"
,"119,698","9,70E-07"
,"119,7","1,81E-06"
,"119,702","1,19E-06"
,"119,704","-7,40E-07"
,"119,706","-3,18E-06"
,"119,708","-1,20E-07"
,"119,71","-2,52E-06"
,"119,712","-2,81E-06"
,"119,714","-1,36E-06"
,"119,716","2,29E-06"
,"119,718","1,27E-06"
,"119,72","2,38E-06"
,"119,722","1,00E-06"
,"119,724","1,95E-06"
,"119,726","-1,14E-06"
,"119,728","-4,66E-06"
,"119,73","-1,79E-06"
,"119,732","-4,11E-06"
,"119,734","-2,00E-06"
,"119,736","5,80E-07"
,"119,738","-1,10E-07"
,"119,74","8,60E-07"
,"119,742","-1,29E-06"
,"119,744","-2,47E-06"
,"119,746","-2,54E-06"
,"119,748","-4,11E-06"
,"119,75","-1,31E-06"
,"119,752","-2,01E-06"
,"119,754","-1,99E-06"
,"119,756","6,50E-07"
,"119,758","1,82E-06"
,"119,76","9,80E-07"
,"119,762","-6,00E-07"
,"119,764","5,20E-07"
,"119,766","-3,66E-06"
,"119,768","-1,89E-06"
,"119,77","-5,62E-06"
,"119,772","1,90E-07"
,"119,774","-3,45E-06"
,"119,776","-4,00E-07"
,"119,778","7,10E-07"
,"119,78","2,80E-07"
,"119,782","-2,20E-07"
,"119,784","-5,70E-07"
,"119,786","-3,11E-06"
,"119,788","-4,21E-06"
,"119,79","-4,71E-06"
,"119,792","-3,54E-06"
,"119,794","-1,22E-06"
,"119,796","1,03E-06"
,"119,798","1,26E-06"
,"119,8","2,72E-06"
,"119,802","2,85E-06"
,"119,804","7,60E-07"
,"119,806","-4,30E-07"
,"119,808","2,39E-06"
,"119,81","-2,80E-07"
,"119,812","-3,84E-06"
,"119,814","1,20E-06"
,"119,816","1,95E-06"
,"119,818","2,74E-06"
,"119,82","-1,55E-06"
,"119,822","2,86E-06"
,"119,824","7,10E-07"
,"119,826","6,40E-07"
,"119,828","-7,60E-07"
,"119,83","-2,24E-06"
,"119,832","1,06E-06"
,"119,834","-1,50E-06"
,"119,836","3,19E-06"
,"119,838","1,36E-06"
,"119,84","3,41E-06"
,"119,842","4,06E-06"
,"119,844","3,48E-06"
,"119,846","-1,81E-06"
,"119,848","-3,08E-06"
,"119,85","-4,19E-06"
,"119,852","-1,16E-06"
,"119,854","-1,86E-06"
,"119,856","-1,26E-06"
,"119,858","-4,80E-07"
,"119,86","4,70E-07"
,"119,862","2,42E-06"
,"119,864","6,00E-07"
,"119,866","-2,46E-06"
,"119,868","-1,64E-06"
,"119,87","-4,42E-06"
,"119,872","-4,53E-06"
,"119,874","-4,18E-06"
,"119,876","1,00E-06"
,"119,878","2,46E-06"
,"119,88","2,18E-06"
,"119,882","-6,00E-08"
,"119,884","2,46E-06"
,"119,886","-5,10E-07"
,"119,888","-1,20E-06"
,"119,89","-7,70E-07"
,"119,892","-1,54E-06"
,"119,894","-1,14E-06"
,"119,896","3,90E-07"
,"119,898","-8,00E-08"
,"119,9","4,35E-06"
,"119,902","9,90E-07"
,"119,904","2,72E-06"
,"119,906","-6,00E-08"
,"119,908","-1,10E-07"
,"119,91","-1,63E-06"
,"119,912","-2,00E-08"
,"119,914","-3,40E-06"
,"119,916","1,10E-06"
,"119,918","3,05E-06"
,"119,92","1,10E-06"
,"119,922","2,49E-06"
,"119,924","7,90E-07"
,"119,926","7,60E-07"
,"119,928","-8,20E-07"
,"119,93","-9,70E-07"
,"119,932","-1,00E-06"
,"119,934","2,77E-06"
,"119,936","3,78E-06"
,"119,938","6,01E-06"
,"119,94","5,68E-06"
,"119,942","2,40E-06"
,"119,944","5,10E-06"
,"119,946","2,43E-06"
,"119,948","1,90E-07"
,"119,95","-1,29E-06"
,"119,952","-3,60E-07"
,"119,954","7,70E-07"
,"119,956","4,11E-06"
,"119,958","6,88E-06"
,"119,96","6,64E-06"
,"119,962","7,42E-06"
,"119,964","3,80E-06"
,"119,966","1,52E-06"
,"119,968","1,69E-06"
,"119,97","6,80E-07"
,"119,972","4,30E-07"
,"119,974","1,70E-07"
,"119,976","5,50E-07"
,"119,978","2,49E-06"
,"119,98","3,80E-06"
,"119,982","4,60E-06"
,"119,984","2,30E-06"
,"119,986","1,29E-06"
,"119,988","-2,34E-06"
,"119,99","4,00E-08"
,"119,992","2,06E-06"
,"119,994","4,64E-06"
,"119,996","1,88E-06"
,"119,998","2,67E-06"
,120,"2,03E-06"
,"120,002","5,29E-06"
,"120,004","3,59E-06"
,"120,006","2,98E-06"
,"120,008","3,19E-06"
,"120,01","2,10E-07"
,"120,012","1,19E-06"
,"120,014","-2,09E-06"
,"120,016","1,29E-06"
,"120,018","2,37E-06"
,"120,02","7,49E-06"
,"120,022","3,20E-06"
,"120,024","1,88E-06"
,"120,026","3,96E-06"
,"120,028","1,91E-06"
,"120,03","-1,81E-06"
,"120,032","4,70E-07"
,"120,034","-4,40E-07"
,"120,036","2,14E-06"
,"120,038","1,85E-06"
,"120,04","3,85E-06"
,"120,042","1,17E-06"
,"120,044","-8,00E-07"
,"120,046","1,01E-06"
,"120,048","-5,00E-07"
,"120,05","-6,90E-07"
,"120,052","-5,51E-06"
,"120,054","-8,60E-07"
,"120,056","-4,70E-07"
,"120,058","-2,38E-06"
,"120,06","1,03E-06"
,"120,062","1,79E-06"
,"120,064","1,06E-06"
,"120,066","6,60E-07"
,"120,068","-1,18E-06"
,"120,07","-2,90E-06"
,"120,072","-2,83E-06"
,"120,074","-2,26E-06"
,"120,076","-2,88E-06"
,"120,078","-1,00E-08"
,"120,08","8,10E-07"
,"120,082","1,10E-07"
,"120,084","-2,59E-06"
,"120,086","-2,62E-06"
,"120,088","-2,44E-06"
,"120,09","-4,23E-06"
,"120,092","-2,79E-06"
,"120,094","-1,66E-06"
,"120,096","1,40E-07"
,"120,098","-1,00E-07"
,"120,1","-1,80E-07"
,"120,102","1,48E-06"
,"120,104","2,70E-07"
,"120,106","1,98E-06"
,"120,108","1,10E-06"
,"120,11","1,50E-07"
,"120,112","-1,30E-07"
,"120,114","-6,00E-07"
,"120,116","1,21E-06"
,"120,118","3,75E-06"
,"120,12","5,23E-06"
,"120,122","5,93E-06"
,"120,124","4,48E-06"
,"120,126","2,33E-06"
,"120,128","-3,10E-07"
,"120,13","-2,48E-06"
,"120,132","2,27E-06"
,"120,134","-5,40E-07"
,"120,136","5,60E-07"
,"120,138","3,61E-06"
,"120,14","3,53E-06"
,"120,142","2,33E-06"
,"120,144","2,82E-06"
,"120,146","2,41E-06"
,"120,148","-4,42E-06"
,"120,15","5,30E-07"
,"120,152","-2,79E-06"
,"120,154","-4,00E-07"
,"120,156","6,60E-07"
,"120,158","1,25E-06"
,"120,16","5,29E-06"
,"120,162","-5,00E-08"
,"120,164","8,70E-07"
,"120,166","-2,77E-06"
,"120,168","2,10E-07"
,"120,17","-2,80E-06"
,"120,172","-3,03E-06"
,"120,174","-1,48E-06"
,"120,176","-3,15E-06"
,"120,178","-7,90E-07"
,"120,18","-6,10E-07"
,"120,182","1,93E-06"
,"120,184","5,90E-07"
,"120,186","-1,03E-06"
,"120,188","-2,73E-06"
,"120,19","-1,59E-06"
,"120,192","-3,18E-06"
,"120,194","-2,11E-06"
,"120,196","-1,57E-06"
,"120,198","9,20E-07"
,"120,2","3,70E-07"
,"120,202","-4,90E-07"
,"120,204","5,60E-07"
,"120,206","-1,66E-06"
,"120,208","-3,82E-06"
,"120,21","-3,10E-06"
,"120,212","-1,52E-06"
,"120,214","-5,10E-07"
,"120,216","4,60E-07"
,"120,218","2,10E-06"
,"120,22","2,39E-06"
,"120,222","1,37E-06"
,"120,224","1,20E-07"
,"120,226","-2,75E-06"
,"120,228","-1,48E-06"
,"120,23","-1,64E-06"
,"120,232","-1,30E-06"
,"120,234","-2,37E-06"
,"120,236","-7,10E-07"
,"120,238","4,90E-07"
,"120,24","1,43E-06"
,"120,242","1,26E-06"
,"120,244","1,79E-06"
,"120,246","1,88E-06"
,"120,248","-2,49E-06"
,"120,25","9,30E-07"
,"120,252","-6,70E-07"
,"120,254","3,30E-07"
,"120,256","2,01E-06"
,"120,258","3,04E-06"
,"120,26","3,00E-06"
,"120,262","4,11E-06"
,"120,264","2,93E-06"
,"120,266","2,86E-06"
,"120,268","9,30E-07"
,"120,27","2,40E-07"
,"120,272","8,30E-07"
,"120,274","2,81E-06"
,"120,276","3,44E-06"
,"120,278","6,74E-06"
,"120,28","5,83E-06"
,"120,282","5,36E-06"
,"120,284","7,85E-06"
,"120,286","1,05E-05"
,"120,288","4,56E-06"
,"120,29","4,89E-06"
,"120,292","7,01E-06"
,"120,294","5,95E-06"
,"120,296","9,55E-06"
,"120,298","6,27E-06"
,"120,3","7,98E-06"
,"120,302","3,51E-06"
,"120,304","6,03E-06"
,"120,306","4,65E-06"
,"120,308","5,18E-06"
,"120,31","3,60E-07"
,"120,312","1,36E-06"
,"120,314","2,15E-06"
,"120,316","7,47E-06"
,"120,318","3,10E-06"
,"120,32","4,66E-06"
,"120,322","3,26E-06"
,"120,324","4,29E-06"
,"120,326","1,95E-06"
,"120,328","2,25E-06"
,"120,33","-1,02E-06"
,"120,332","2,58E-06"
,"120,334","3,38E-06"
,"120,336","2,80E-06"
,"120,338","1,00E-07"
,"120,34","1,44E-06"
,"120,342","3,51E-06"
,"120,344","3,18E-06"
,"120,346","1,65E-06"
,"120,348","-2,30E-07"
,"120,35","1,05E-06"
,"120,352","-5,50E-07"
,"120,354","-6,00E-08"
,"120,356","-3,00E-07"
,"120,358","-7,40E-07"
,"120,36","4,30E-07"
,"120,362","1,96E-06"
,"120,364","9,10E-07"
,"120,366","4,50E-07"
,"120,368","2,25E-06"
,"120,37","-2,35E-06"
,"120,372","1,90E-06"
,"120,374","2,96E-06"
,"120,376","2,47E-06"
,"120,378","4,49E-06"
,"120,38","5,24E-06"
,"120,382","6,27E-06"
,"120,384","2,32E-06"
,"120,386","3,18E-06"
,"120,388","-9,30E-07"
,"120,39","-1,31E-06"
,"120,392","-1,03E-06"
,"120,394","-7,20E-07"
,"120,396","-5,80E-07"
,"120,398","-3,30E-07"
,"120,4","1,52E-06"
,"120,402","-6,00E-07"
,"120,404","8,50E-07"
,"120,406","-3,00E-07"
,"120,408","-4,70E-07"
,"120,41","1,24E-06"
,"120,412","-8,00E-08"
,"120,414","2,53E-06"
,"120,416","1,95E-06"
,"120,418","7,36E-06"
,"120,42","5,41E-06"
,"120,422","7,01E-06"
,"120,424","4,54E-06"
,"120,426","2,64E-06"
,"120,428","1,91E-06"
,"120,43","-1,08E-06"
,"120,432","1,41E-06"
,"120,434","8,50E-07"
,"120,436","3,07E-06"
,"120,438","2,20E-06"
,"120,44","6,60E-06"
,"120,442","5,52E-06"
,"120,444","5,04E-06"
,"120,446","2,85E-06"
,"120,448","-8,00E-08"
,"120,45","-7,60E-07"
,"120,452","-2,49E-06"
,"120,454","-1,12E-06"
,"120,456","-6,70E-07"
,"120,458","4,56E-06"
,"120,46","2,09E-06"
,"120,462","3,33E-06"
,"120,464","4,52E-06"
,"120,466","1,75E-06"
,"120,468","5,70E-07"
,"120,47","-2,62E-06"
,"120,472","-8,70E-07"
,"120,474","-3,18E-06"
,"120,476","-1,45E-06"
,"120,478","4,60E-07"
,"120,48","-1,61E-06"
,"120,482","1,68E-06"
,"120,484","2,03E-06"
,"120,486","1,15E-06"
,"120,488","-2,48E-06"
,"120,49","-1,80E-07"
,"120,492","-2,90E-06"
,"120,494","-5,30E-07"
,"120,496","-2,49E-06"
,"120,498","4,60E-07"
,"120,5","2,61E-06"
,"120,502","9,50E-07"
,"120,504","4,38E-06"
,"120,506","2,07E-06"
,"120,508","1,65E-06"
,"120,51","1,38E-06"
,"120,512","1,32E-06"
,"120,514","5,30E-07"
,"120,516","2,28E-06"
,"120,518","3,37E-06"
,"120,52","5,17E-06"
,"120,522","4,23E-06"
,"120,524","2,84E-06"
,"120,526","1,33E-06"
,"120,528","-6,00E-08"
,"120,53","-1,90E-06"
,"120,532","-2,20E-07"
,"120,534","-8,40E-07"
,"120,536","-1,13E-06"
,"120,538","1,03E-06"
,"120,54","1,57E-06"
,"120,542","1,27E-06"
,"120,544","5,10E-07"
,"120,546","-4,20E-07"
,"120,548","-2,49E-06"
,"120,55","-1,40E-06"
,"120,552","-1,20E-06"
,"120,554","-7,40E-07"
,"120,556","-1,04E-06"
,"120,558","2,63E-06"
,"120,56","1,13E-06"
,"120,562","2,50E-06"
,"120,564","-1,23E-06"
,"120,566","-1,23E-06"
,"120,568","-1,35E-06"
,"120,57","-4,37E-06"
,"120,572","-2,96E-06"
,"120,574","-3,84E-06"
,"120,576","1,80E-06"
,"120,578","1,47E-06"
,"120,58","-1,25E-06"
,"120,582","1,47E-06"
,"120,584","7,00E-08"
,"120,586","2,14E-06"
,"120,588","-1,46E-06"
,"120,59","-2,77E-06"
,"120,592","-1,52E-06"
,"120,594","-3,75E-06"
,"120,596","1,83E-06"
,"120,598","7,20E-07"
,"120,6","5,60E-07"
,"120,602","9,60E-07"
,"120,604","-3,30E-07"
,"120,606","-6,90E-07"
,"120,608","-4,23E-06"
,"120,61","-2,59E-06"
,"120,612","-3,80E-06"
,"120,614","-4,52E-06"
,"120,616","-1,85E-06"
,"120,618","5,20E-07"
,"120,62","2,79E-06"
,"120,622","5,74E-06"
,"120,624","3,37E-06"
,"120,626","-5,00E-07"
,"120,628","-1,10E-07"
,"120,63","1,75E-06"
,"120,632","-7,00E-08"
,"120,634","-9,90E-07"
,"120,636","2,10E-07"
,"120,638","7,20E-07"
,"120,64","3,49E-06"
,"120,642","9,50E-07"
,"120,644","1,02E-06"
,"120,646","8,40E-07"
,"120,648","-1,29E-06"
,"120,65","-1,40E-06"
,"120,652","6,20E-07"
,"120,654","8,60E-07"
,"120,656","1,89E-06"
,"120,658","1,52E-06"
,"120,66","2,28E-06"
,"120,662","2,94E-06"
,"120,664","-1,04E-06"
,"120,666","2,80E-07"
,"120,668","6,80E-07"
,"120,67","-9,60E-07"
,"120,672","2,20E-07"
,"120,674","-1,83E-06"
,"120,676","1,00E-07"
,"120,678","-6,30E-07"
,"120,68","-2,00E-07"
,"120,682","2,42E-06"
,"120,684","1,47E-06"
,"120,686","-1,48E-06"
,"120,688","-3,52E-06"
,"120,69","-1,32E-06"
,"120,692","-5,08E-06"
,"120,694","-2,78E-06"
,"120,696","2,50E-07"
,"120,698","1,02E-06"
,"120,7","1,51E-06"
,"120,702","-4,10E-07"
,"120,704","1,19E-06"
,"120,706","-2,68E-06"
,"120,708","-2,90E-06"
,"120,71","-2,91E-06"
,"120,712","-4,63E-06"
,"120,714","-2,35E-06"
,"120,716","-1,62E-06"
,"120,718","1,48E-06"
,"120,72","2,34E-06"
,"120,722","4,78E-06"
,"120,724","-1,36E-06"
,"120,726","5,20E-07"
,"120,728","-3,10E-06"
,"120,73","-3,31E-06"
,"120,732","-2,19E-06"
,"120,734","-1,78E-06"
,"120,736","-1,69E-06"
,"120,738","-1,46E-06"
,"120,74","-9,30E-07"
,"120,742","-4,58E-06"
,"120,744","-1,36E-06"
,"120,746","-3,78E-06"
,"120,748","-4,87E-06"
,"120,75","-5,80E-06"
,"120,752","-7,25E-06"
,"120,754","-4,44E-06"
,"120,756","-2,59E-06"
,"120,758","-1,31E-06"
,"120,76","-3,24E-06"
,"120,762","-6,00E-07"
,"120,764","-1,10E-07"
,"120,766","-2,60E-06"
,"120,768","-1,84E-06"
,"120,77","-2,72E-06"
,"120,772","-3,73E-06"
,"120,774","-4,62E-06"
,"120,776","-6,20E-07"
,"120,778","-6,00E-07"
,"120,78","1,30E-06"
,"120,782","-8,50E-07"
,"120,784","-1,09E-06"
,"120,786","3,50E-07"
,"120,788","-8,30E-07"
,"120,79","3,70E-07"
,"120,792","1,01E-06"
,"120,794","-3,23E-06"
,"120,796","-1,25E-06"
,"120,798","8,70E-07"
,"120,8","8,00E-07"
,"120,802","2,11E-06"
,"120,804","2,58E-06"
,"120,806","1,54E-06"
,"120,808","2,40E-06"
,"120,81","3,83E-06"
,"120,812","-4,00E-07"
,"120,814","-4,60E-07"
,"120,816","7,80E-07"
,"120,818","9,60E-07"
,"120,82","1,86E-06"
,"120,822","5,10E-07"
,"120,824","2,98E-06"
,"120,826","2,91E-06"
,"120,828","-9,70E-07"
,"120,83","-5,80E-07"
,"120,832","-1,66E-06"
,"120,834","-1,72E-06"
,"120,836","-2,30E-06"
,"120,838","-1,48E-06"
,"120,84","2,07E-06"
,"120,842","2,41E-06"
,"120,844","1,41E-06"
,"120,846","1,00E-08"
,"120,848","-3,61E-06"
,"120,85","-1,70E-06"
,"120,852","-4,54E-06"
,"120,854","-1,36E-06"
,"120,856","6,70E-07"
,"120,858","-8,80E-07"
,"120,86","1,08E-06"
,"120,862","3,04E-06"
,"120,864","1,09E-06"
,"120,866","1,47E-06"
,"120,868","-1,78E-06"
,"120,87","-1,74E-06"
,"120,872","-1,29E-06"
,"120,874","-1,41E-06"
,"120,876","-7,70E-07"
,"120,878","-1,38E-06"
,"120,88","1,71E-06"
,"120,882","1,36E-06"
,"120,884","1,64E-06"
,"120,886","2,80E-07"
,"120,888","-3,30E-07"
,"120,89","-7,70E-07"
,"120,892","-2,16E-06"
,"120,894","2,69E-06"
,"120,896","9,40E-07"
,"120,898","4,13E-06"
,"120,9","2,90E-06"
,"120,902","3,13E-06"
,"120,904","4,54E-06"
,"120,906","-3,50E-07"
,"120,908","-2,05E-06"
,"120,91","-7,20E-07"
,"120,912","1,10E-07"
,"120,914","6,60E-07"
,"120,916","1,01E-06"
,"120,918","3,33E-06"
,"120,92","3,71E-06"
,"120,922","6,19E-06"
,"120,924","2,35E-06"
,"120,926","1,49E-06"
,"120,928","-2,50E-07"
,"120,93","1,00E-06"
,"120,932","1,13E-06"
,"120,934","-1,31E-06"
,"120,936","-5,70E-07"
,"120,938","1,90E-07"
,"120,94","2,34E-06"
,"120,942","1,85E-06"
,"120,944","2,01E-06"
,"120,946","3,30E-07"
,"120,948","-8,80E-07"
,"120,95","-7,60E-07"
,"120,952","-1,46E-06"
,"120,954","4,00E-08"
,"120,956","2,61E-06"
,"120,958","2,56E-06"
,"120,96","-1,43E-06"
,"120,962","4,36E-06"
,"120,964","3,70E-07"
,"120,966","1,99E-06"
,"120,968","-4,70E-07"
,"120,97","-2,69E-06"
,"120,972","-2,96E-06"
,"120,974","-4,50E-07"
,"120,976","2,49E-06"
,"120,978","1,00E-08"
,"120,98","3,52E-06"
,"120,982","6,10E-07"
,"120,984","3,18E-06"
,"120,986","7,40E-07"
,"120,988","-2,46E-06"
,"120,99","-1,74E-06"
,"120,992","-8,20E-07"
,"120,994","-7,00E-08"
,"120,996","1,32E-06"
,"120,998","1,00E-06"
,121,"4,88E-06"
,"121,002","2,56E-06"
,"121,004","4,06E-06"
,"121,006","4,64E-06"
,"121,008","1,87E-06"
,"121,01","1,91E-06"
,"121,012","1,58E-06"
,"121,014","8,50E-07"
,"121,016","3,27E-06"
,"121,018","4,13E-06"
,"121,02","1,79E-06"
,"121,022","3,50E-06"
,"121,024","1,32E-06"
,"121,026","1,34E-06"
,"121,028","-4,60E-07"
,"121,03","-1,31E-06"
,"121,032","-2,16E-06"
,"121,034","-1,95E-06"
,"121,036","-3,50E-07"
,"121,038","7,70E-07"
,"121,04","1,83E-06"
,"121,042","-5,00E-08"
,"121,044","3,39E-06"
,"121,046","-1,47E-06"
,"121,048","-1,46E-06"
,"121,05","-1,54E-06"
,"121,052","-2,14E-06"
,"121,054","-4,16E-06"
,"121,056","-2,27E-06"
,"121,058","2,20E-07"
,"121,06","-1,60E-06"
,"121,062","-2,12E-06"
,"121,064","-3,80E-07"
,"121,066","-1,82E-06"
,"121,068","-3,61E-06"
,"121,07","-2,68E-06"
,"121,072","-5,15E-06"
,"121,074","-2,58E-06"
,"121,076","-2,50E-07"
,"121,078","5,30E-07"
,"121,08","5,00E-08"
,"121,082","2,50E-07"
,"121,084","-5,60E-07"
,"121,086","3,48E-06"
,"121,088","-1,80E-07"
,"121,09","-1,53E-06"
,"121,092","-4,60E-07"
,"121,094","-1,18E-06"
,"121,096","-2,55E-06"
,"121,098","1,90E-07"
,"121,1","6,90E-07"
,"121,102","1,04E-06"
,"121,104","3,52E-06"
,"121,106","3,50E-07"
,"121,108","2,60E-07"
,"121,11","-3,42E-06"
,"121,112","-3,11E-06"
,"121,114","-7,00E-08"
,"121,116","3,56E-06"
,"121,118","3,41E-06"
,"121,12","1,46E-06"
,"121,122","2,00E-06"
,"121,124","3,01E-06"
,"121,126","1,63E-06"
,"121,128","-1,05E-06"
,"121,13","9,00E-07"
,"121,132","-1,40E-07"
,"121,134","1,82E-06"
,"121,136","3,62E-06"
,"121,138","5,49E-06"
,"121,14","5,38E-06"
,"121,142","2,38E-06"
,"121,144","2,02E-06"
,"121,146","-3,30E-07"
,"121,148","5,80E-07"
,"121,15","-5,80E-07"
,"121,152","-3,53E-06"
,"121,154","-1,83E-06"
,"121,156","1,52E-06"
,"121,158","6,10E-06"
,"121,16","3,56E-06"
,"121,162","7,60E-07"
,"121,164","2,20E-07"
,"121,166","-1,43E-06"
,"121,168","-2,83E-06"
,"121,17","-3,10E-07"
,"121,172","-1,90E-07"
,"121,174","-2,38E-06"
,"121,176","-2,53E-06"
,"121,178","-3,40E-07"
,"121,18","-1,00E-06"
,"121,182","-4,50E-07"
,"121,184","9,00E-08"
,"121,186","4,50E-07"
,"121,188","-9,20E-07"
,"121,19","1,90E-06"
,"121,192","-3,50E-06"
,"121,194","-2,90E-07"
,"121,196","1,10E-07"
,"121,198","1,82E-06"
,"121,2","7,10E-07"
,"121,202","4,30E-07"
,"121,204","2,32E-06"
,"121,206","-9,90E-07"
,"121,208","-2,04E-06"
,"121,21","-4,71E-06"
,"121,212","3,00E-08"
,"121,214","-2,40E-07"
,"121,216","-2,24E-06"
,"121,218","-6,30E-07"
,"121,22","-2,26E-06"
,"121,222","-7,90E-07"
,"121,224","-1,89E-06"
,"121,226","6,10E-07"
,"121,228","-2,75E-06"
,"121,23","-2,57E-06"
,"121,232","-2,30E-06"
,"121,234","-8,80E-07"
,"121,236","-2,20E-06"
,"121,238","-6,10E-07"
,"121,24","1,09E-06"
,"121,242","-1,70E-07"
,"121,244","1,11E-06"
,"121,246","-1,01E-06"
,"121,248","-4,97E-06"
,"121,25","-3,10E-06"
,"121,252","-2,49E-06"
,"121,254","-2,86E-06"
,"121,256","-1,17E-06"
,"121,258","6,40E-07"
,"121,26","8,40E-07"
,"121,262","1,64E-06"
,"121,264","1,79E-06"
,"121,266","-2,27E-06"
,"121,268","-5,50E-07"
,"121,27","-1,87E-06"
,"121,272","-1,40E-07"
,"121,274","4,30E-07"
,"121,276","3,14E-06"
,"121,278","2,99E-06"
,"121,28","2,17E-06"
,"121,282","2,77E-06"
,"121,284","1,90E-07"
,"121,286","-5,80E-07"
,"121,288","-1,94E-06"
,"121,29","-2,01E-06"
,"121,292","-3,11E-06"
,"121,294","6,30E-07"
,"121,296","-3,06E-06"
,"121,298","-5,10E-07"
,"121,3","-8,00E-08"
,"121,302","-9,10E-07"
,"121,304","-1,20E-06"
,"121,306","-3,63E-06"
,"121,308","-2,66E-06"
,"121,31","-4,66E-06"
,"121,312","-3,47E-06"
,"121,314","-4,30E-07"
,"121,316","-2,84E-06"
,"121,318","2,01E-06"
,"121,32","1,95E-06"
,"121,322","1,96E-06"
,"121,324","2,60E-07"
,"121,326","2,32E-06"
,"121,328","5,50E-07"
,"121,33","-1,14E-06"
,"121,332","2,00E-07"
,"121,334","-3,06E-06"
,"121,336","1,75E-06"
,"121,338","2,37E-06"
,"121,34","2,89E-06"
,"121,342","1,91E-06"
,"121,344","-6,00E-07"
,"121,346","6,00E-08"
,"121,348","-1,26E-06"
,"121,35","-1,56E-06"
,"121,352","-2,11E-06"
,"121,354","-1,10E-06"
,"121,356","2,60E-07"
,"121,358","3,20E-06"
,"121,36","2,47E-06"
,"121,362","1,70E-06"
,"121,364","4,44E-06"
,"121,366","4,05E-06"
,"121,368","9,30E-07"
,"121,37","7,40E-07"
,"121,372","-3,00E-07"
,"121,374","-1,80E-07"
,"121,376","1,84E-06"
,"121,378","5,88E-06"
,"121,38","3,70E-06"
,"121,382","4,60E-07"
,"121,384","5,49E-06"
,"121,386","8,30E-07"
,"121,388","-6,50E-07"
,"121,39","8,00E-08"
,"121,392","-1,07E-06"
,"121,394","4,27E-06"
,"121,396","3,11E-06"
,"121,398","3,02E-06"
,"121,4","3,23E-06"
,"121,402","2,12E-06"
,"121,404","1,55E-06"
,"121,406","1,63E-06"
,"121,408","1,73E-06"
,"121,41","-8,20E-07"
,"121,412","-1,61E-06"
,"121,414","9,80E-07"
,"121,416","-1,50E-07"
,"121,418","-5,40E-07"
,"121,42","3,29E-06"
,"121,422","3,83E-06"
,"121,424","5,00E-07"
,"121,426","8,90E-07"
,"121,428","1,29E-06"
,"121,43","4,70E-07"
,"121,432","3,43E-06"
,"121,434","2,98E-06"
,"121,436","1,85E-06"
,"121,438","5,33E-06"
,"121,44","7,29E-06"
,"121,442","6,53E-06"
,"121,444","4,94E-06"
,"121,446","-4,00E-07"
,"121,448","9,20E-07"
,"121,45","-2,22E-06"
,"121,452","1,50E-07"
,"121,454","1,84E-06"
,"121,456","1,01E-06"
,"121,458","4,78E-06"
,"121,46","2,62E-06"
,"121,462","5,10E-06"
,"121,464","6,01E-06"
,"121,466","4,15E-06"
,"121,468","3,17E-06"
,"121,47","4,41E-06"
,"121,472","4,58E-06"
,"121,474","3,44E-06"
,"121,476","5,28E-06"
,"121,478","4,75E-06"
,"121,48","5,65E-06"
,"121,482","1,43E-06"
,"121,484","5,75E-06"
,"121,486","5,24E-06"
,"121,488","1,70E-07"
,"121,49","1,01E-06"
,"121,492","1,87E-06"
,"121,494","3,94E-06"
,"121,496","4,76E-06"
,"121,498","8,14E-06"
,"121,5","4,93E-06"
,"121,502","4,67E-06"
,"121,504","3,95E-06"
,"121,506","1,43E-06"
,"121,508","2,56E-06"
,"121,51","6,30E-07"
,"121,512","8,00E-08"
,"121,514","1,38E-06"
,"121,516","2,49E-06"
,"121,518","2,35E-06"
,"121,52","6,01E-06"
,"121,522","4,05E-06"
,"121,524","3,14E-06"
,"121,526","2,71E-06"
,"121,528","3,70E-07"
,"121,53","2,33E-06"
,"121,532","-2,01E-06"
,"121,534","-4,00E-08"
,"121,536","-2,70E-07"
,"121,538","-2,30E-06"
,"121,54","-2,07E-06"
,"121,542","-3,00E-08"
,"121,544","-4,80E-07"
,"121,546","7,50E-07"
,"121,548","4,50E-07"
,"121,55","-8,70E-07"
,"121,552","-1,53E-06"
,"121,554","-1,14E-06"
,"121,556","-5,10E-07"
,"121,558","-5,10E-07"
,"121,56","-5,80E-07"
,"121,562","4,42E-06"
,"121,564","2,19E-06"
,"121,566","-5,00E-08"
,"121,568","-1,66E-06"
,"121,57","1,71E-06"
,"121,572","-2,04E-06"
,"121,574","-9,80E-07"
,"121,576","-1,04E-06"
,"121,578","1,15E-06"
,"121,58","1,49E-06"
,"121,582","3,93E-06"
,"121,584","2,75E-06"
,"121,586","9,90E-07"
,"121,588","3,40E-07"
,"121,59","-5,20E-06"
,"121,592","-6,20E-07"
,"121,594","-4,30E-07"
,"121,596","-6,90E-07"
,"121,598","3,81E-06"
,"121,6","1,68E-06"
,"121,602","-7,00E-08"
,"121,604","1,22E-06"
,"121,606","2,48E-06"
,"121,608","1,31E-06"
,"121,61","2,45E-06"
,"121,612","9,70E-07"
,"121,614","3,72E-06"
,"121,616","5,91E-06"
,"121,618","5,54E-06"
,"121,62","4,67E-06"
,"121,622","5,50E-06"
,"121,624","2,94E-06"
,"121,626","2,22E-06"
,"121,628","1,23E-06"
,"121,63","6,00E-08"
,"121,632","-1,03E-06"
